lon,lat,v17_reach_id,v16_reach_id,boundary_flag,boundary_percent,dominant reach,v16 number of reaches
-100.7407513211508,55.737655693279926,71181900183,71181900393,0,0,0,0
-100.77007794100608,55.73627227253161,71181900191,71181900401,0,0,0,0
-100.87339527565335,55.72216396011658,71181900203,71181900413,0,0,0,0
-100.99586763473064,55.69987876320718,71181900213,71181900423,0,0,0,0
-101.6893786398457,55.78693324124985,71181900383,71181900433,0,0,0,0
-101.71181361267242,55.80650349240802,71181900391,71181900441,0,0,0,0
-101.69203689980083,55.76869958700223,71181900903,71181900453,0,0,0,0
-101.71291477769489,55.762818247344775,71181900911,71181900461,0,0,0,0
-101.67733627122973,55.715851223502064,71181901303,71181900473,0,0,0,0
-101.74813301994375,55.68861593271025,71181901313,71181900483,0,0,0,0
-101.76314241977855,55.83780833001063,71181900403,71181900493,0,0,0,0
-101.83444941888901,55.849060252262724,71181900411,71181900501,0,0,0,0
-101.92237963339711,55.84754087721889,71181900423,71181900513,0,0,0,0
-101.8873273063644,55.92488855740647,71181901243,71181900533,0,0,0,0
-101.97035762635244,55.8962117266443,71181901231,71181900541,0,0,0,0
-101.98136903696768,55.873367977589254,71181901223,71181900553,0,0,0,0
-101.99674457596814,55.85560399965851,71181900433,71181900563,0,0,0,0
-102.01893990856152,55.853223536923835,71181900443,71181900573,0,0,0,0
